pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
123	mother.diabetes	0.0283015638646447	0.0139937704613442	0.0003742649	0.00020832960355672	0.013320245	0.00298567370798638	0.000873773760410205	0.0557293539688793
124	mother.heartdisease	0.0442790558223071	0.0307359470283591	0.0005382472	0.000315406027681358	0.013320245	0.00298567370798638	-0.0159634003532767	0.104521511997891
125	mother.highbloodpressure	0.0195020740472034	0.0124951487071108	0.00024793857	0.000147639510250746	0.013320245	0.00298567370798638	-0.00498841741873386	0.0439925655131406
126	mother.lungcancer	0.0386223535636118	0.0319773109929342	0.0004648188	0.000333738265881048	0.013320245	0.00298567370798638	-0.0240531759825392	0.101297883109763
127	mother.parkinsons	0.0476031266040807	0.0292925944084019	0.0006073699	0.000420396007776121	0.013320245	0.00298567370798638	-0.00981035843638707	0.105016611644548
128	mother.severedepression	0.200735985023953	0.0745587939508724	0.0025849635	0.000805440649168895	0.013320245	0.00298567370798638	0.0546007488802435	0.346871221167663
129	mother.stroke	0.0122738777219222	0.00716088232957103	0.00016114005	0.000108723631287195	0.013320245	0.00298567370798638	-0.00176145164403701	0.0263092070878814
130	napduringday.baseline	0.0580250516534675	0.0272874863131132	0.0007455501	0.000326422665272581	0.013320245	0.00298567370798638	0.00454157847976563	0.111508524827169
131	narcolepsy.baseline	0.0289078187498586	0.00746387769410242	0.0003958617	0.000162191031985297	0.013320245	0.00298567370798638	0.0142786184694179	0.0435370190302993
132	neuroticism.anxious	0.230392597821523	0.0708144312842041	0.002934322	0.00059882357254871	0.013320245	0.00298567370798638	0.0915963125044833	0.369188883138564
133	neuroticism.fedup	0.317739490392011	0.0736133080659742	0.004073785	0.000618477339066589	0.013320245	0.00298567370798638	0.173457406582701	0.46202157420132
134	neuroticism.guilt	0.266153189494811	0.0546082045809181	0.003469018	0.000716221917235775	0.013320245	0.00298567370798638	0.159121108516211	0.37318527047341
135	neuroticism.irritability	0.292881726649062	0.0831984098687306	0.003775509	0.000923288058967635	0.013320245	0.00298567370798638	0.12981284330635	0.455950609991774
136	neuroticism.loneliness	0.214893256737226	0.051290436288186	0.002744541	0.000314535312783442	0.013320245	0.00298567370798638	0.114364001612381	0.31542251186207
137	neuroticism.miserableness	0.427335262181103	0.111455887732515	0.005453941	0.000827273307363816	0.013320245	0.00298567370798638	0.208881722225374	0.645788802136833
138	neuroticism.moodswings	0.393026757322746	0.0989602694871962	0.005005768	0.000654923298304635	0.013320245	0.00298567370798638	0.199064629127842	0.586988885517651
139	neuroticism.nerves	0.185470849950995	0.0594760248599402	0.002383598	0.00057494596514803	0.013320245	0.00298567370798638	0.0688978412255125	0.302043858676478
140	neuroticism.nervous	0.182805338734259	0.0479421232876793	0.002354554	0.000510837714025806	0.013320245	0.00298567370798638	0.0888387770904078	0.276771900378111
141	neuroticism.risktaking	0.0183898349222129	0.00904999522064757	0.00023406361	0.000111924392513423	0.013320245	0.00298567370798638	0.0006518442897437	0.0361278255546822
142	neuroticism.sensitivity	0.222388507793918	0.0635949154492249	0.002919782	0.000830634216230787	0.013320245	0.00298567370798638	0.0977424735134372	0.347034542074399
143	neuroticism.tense	0.276846478085688	0.070455161996021	0.003559319	0.000734694440694754	0.013320245	0.00298567370798638	0.138754360573487	0.414938595597889
144	neuroticism.worrytoolong	0.167538938584143	0.07156358106078	0.002101154	0.000708959488753295	0.013320245	0.00298567370798638	0.0272743197050139	0.307803557463272
145	neuroticismscore	0.501050590918275	0.122709615213688	0.006393502	0.000791140540932309	0.013320245	0.00298567370798638	0.260539745099446	0.741561436737104
146	neuroticismscore.baseline	0.501050590918275	0.122709615213688	0.006393502	0.000791140540932309	0.013320245	0.00298567370798638	0.260539745099446	0.741561436737104
