pheno	prs	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
31	adultclass.baseline	MTAG.Multitraits	0.0102315851770768	0.00985230790927937	0.00022209207	0.000142199818817044	0.02614901	0.00677418561246377	-0.00907893832511078	0.0295421086792644
32	adultclass.baseline	Soft-ImpAll	0.0153508957938716	0.0115403631487379	0.00029414777	0.000157131393525419	0.02136691	0.00405117815194269	-0.00726821597765472	0.0379700075653978
33	adultclass.baseline	Soft-ImpOnly	0.0169231625586801	0.0122635564087742	0.00026902138	0.000165576044682052	0.01676826	0.00331653124453849	-0.00711340800251746	0.0409597331198776
34	age	Auto-ImpAll	0.0151625684739688	0.00610603852827934	0.0003170032	0.000122595627997811	0.02123802	0.00367382599684731	0.00319473295854127	0.0271304039893963
35	age	Auto-ImpOnly	0.0151254813416159	0.00779147193791451	0.00022420036	0.000161908473091045	0.01479786	0.00489766303822548	-0.000145803656696551	0.0303967663399283
36	age	GPpsy	0.0099371587369403	0.00829016205437316	0.00014056257	0.000112648356507724	0.01593986	0.00511855096730402	-0.00631155888963109	0.0261858763635117
37	age	LifetimeMDD	0.0115858693786576	0.0069985665076458	0.00011417613	6.39798256933656e-05	0.01009733	0.0021968729632012	-0.00213132097632812	0.0253030597336434
38	age	MTAG.AllDep	0.00574425176640265	0.00308436018093967	0.00011799875	8.12746694793683e-05	0.02048234	0.00575708521971936	-0.000301094188239104	0.0117895977210444
39	age	MTAG.AllDepEnvs	0.00939997507550507	0.00508264246697593	0.00024379302	0.000151852694925026	0.02618918	0.00648502585085227	-0.000562004159767747	0.0193619543107779
40	age	MTAG.Envs	0.0202610847558274	0.00981089887621671	0.00042097236	0.000220153470557867	0.02042161	0.00349520648140659	0.0010317229584427	0.0394904465532122
41	age	MTAG.FamilyHistory	0.00847390350072213	0.00525710510435008	0.00012555623	8.94475708825014e-05	0.015369675	0.00487942943658887	-0.00183002250380402	0.0187778295052483
42	age	MTAG.Multitraits	0.00796760766059208	0.00439600329759772	0.00021246362	0.000144862334038522	0.02614901	0.00677418561246377	-0.000648558802699459	0.0165837741238836
43	age	Soft-ImpAll	0.0109376203587377	0.00590256867720504	0.00024081368	0.000149290243248399	0.02136691	0.00405117815194269	-0.000631414248584134	0.0225066549660596
44	age	Soft-ImpOnly	0.00958720917758865	0.00603596201436423	0.00016734583	0.000127606075282027	0.01676826	0.00331653124453849	-0.00224327637056523	0.0214176947257425
45	agefirstsex.baseline	Auto-ImpAll	0.0637762073083588	0.0208957938363308	0.0013133152	0.00035968178217876	0.02123802	0.00367382599684731	0.0228204513891505	0.104731963227567
46	agefirstsex.baseline	Auto-ImpOnly	0.0859332437050567	0.0342317802949668	0.0011466305	0.000332162409989534	0.01479786	0.00489766303822548	0.0188389543269217	0.153027533083192
47	agefirstsex.baseline	GPpsy	0.0458236531228863	0.0250138764859597	0.0006619529	0.000248255813582348	0.01593986	0.00511855096730402	-0.00320354478959481	0.0948508510353674
48	agefirstsex.baseline	LifetimeMDD	0.0370253504121224	0.0195183132061977	0.00037314387	0.000241307967191011	0.01009733	0.0021968729632012	-0.00123054347202498	0.0752812442962698
49	agefirstsex.baseline	MTAG.AllDep	0.031386943447645	0.0107768358368094	0.0006197548	0.000201626995950884	0.02048234	0.00575708521971936	0.0102643452074985	0.0525095416877915
50	agefirstsex.baseline	MTAG.AllDepEnvs	0.0565152209213198	0.0147249312986253	0.001412337	0.000295858414938632	0.02618918	0.00648502585085227	0.0276543555760141	0.0853760862666255
51	agefirstsex.baseline	MTAG.Envs	0.100413112987106	0.0200563449907435	0.002036908	0.000528543673057287	0.02042161	0.00349520648140659	0.0611026768052492	0.139723549168964
52	agefirstsex.baseline	MTAG.FamilyHistory	0.0135355896442677	0.0109271956538835	0.00018094374	0.000119301149811794	0.015369675	0.00487942943658887	-0.00788171383734394	0.0349528931258793
53	agefirstsex.baseline	MTAG.Multitraits	0.0469759595046333	0.012759564098273	0.0011752047	0.000278201894856575	0.02614901	0.00677418561246377	0.0219672138720183	0.0719847051372484
54	agefirstsex.baseline	Soft-ImpAll	0.0412805627182768	0.0142438157270496	0.0008746385	0.00034491213528738	0.02136691	0.00405117815194269	0.0133626838932596	0.0691984415432941
55	agefirstsex.baseline	Soft-ImpOnly	0.0391261680972419	0.0142957446050215	0.0006412854	0.000215577062179218	0.01676826	0.00331653124453849	0.0111065086713997	0.067145827523084
56	agestartedsmoking.baseline	Auto-ImpAll	0.0818798446935989	0.06444045947077	0.0017044519	0.00127534651452854	0.02123802	0.00367382599684731	-0.0444234558691103	0.208183145256308
57	agestartedsmoking.baseline	Auto-ImpOnly	0.171742817928081	0.117938498937601	0.0023186779	0.00151078735157132	0.01479786	0.00489766303822548	-0.0594166399896166	0.402902275845779
58	agestartedsmoking.baseline	GPpsy	0.0845429665600076	0.0473670820540554	0.001282106	0.000628835883714415	0.01593986	0.00511855096730402	-0.00829651426594102	0.177382447385956
59	agestartedsmoking.baseline	LifetimeMDD	0.132972130123101	0.0545666240950356	0.0012905688	0.000438308206146162	0.01009733	0.0021968729632012	0.0260215468968313	0.239922713349371
60	agestartedsmoking.baseline	MTAG.AllDep	0.0719602413151989	0.0518012348085985	0.0013872004	0.0010044546839143	0.02048234	0.00575708521971936	-0.0295701789096542	0.173490661540052
61	agestartedsmoking.baseline	MTAG.AllDepEnvs	0.0783808108408072	0.0665971827406952	0.0019340453	0.00169991837532878	0.02618918	0.00648502585085227	-0.0521496673309554	0.20891128901257
62	agestartedsmoking.baseline	MTAG.Envs	0.145751647467945	0.135500670701014	0.0027739477	0.00209882051186629	0.02042161	0.00349520648140659	-0.119829667106042	0.411332962041931
63	agestartedsmoking.baseline	MTAG.FamilyHistory	0.0945290495893116	0.0987115006986107	0.0011851433	0.000851975600364373	0.015369675	0.00487942943658887	-0.0989454917799654	0.288003590958589
64	agestartedsmoking.baseline	MTAG.Multitraits	0.0646953033414838	0.0580917204709327	0.00154392449	0.00134847739688297	0.02614901	0.00677418561246377	-0.0491644687815443	0.178555075464512
65	agestartedsmoking.baseline	Soft-ImpAll	0.0638377153049802	0.0336677266684826	0.0013847991	0.000780925186445959	0.02136691	0.00405117815194269	-0.00215102896524562	0.129826459575206
66	agestartedsmoking.baseline	Soft-ImpOnly	0.0953803893466472	0.0658999143485085	0.0015264704	0.00105656535923573	0.01676826	0.00331653124453849	-0.0337834427764295	0.224544221469724
67	agestopsmoking.baseline	Auto-ImpAll	0.0701936952354156	0.0272390596350916	0.0014470163	0.000532670929946654	0.02123802	0.00367382599684731	0.016805138350636	0.123582252120195
68	agestopsmoking.baseline	Auto-ImpOnly	0.0834778204768303	0.0469023565531849	0.0011797603	0.000660929508912015	0.01479786	0.00489766303822548	-0.008450798367412	0.175406439321073
69	agestopsmoking.baseline	GPpsy	0.052673702677467	0.0335422079327269	0.0007734653	0.000440748825745723	0.01593986	0.00511855096730402	-0.0130690248706776	0.118416430225612
70	agestopsmoking.baseline	LifetimeMDD	0.0658959533443666	0.0529544979065692	0.0005958103	0.000405116617835477	0.01009733	0.0021968729632012	-0.0378948625525091	0.169686769241242
71	agestopsmoking.baseline	MTAG.AllDep	0.0362333253429352	0.0238570747596643	0.0006579558	0.000361492146927396	0.02048234	0.00575708521971936	-0.0105265411860067	0.0829931918718771
72	agestopsmoking.baseline	MTAG.AllDepEnvs	0.0470186474676311	0.0276432742503716	0.0011136621	0.000481161790985908	0.02618918	0.00648502585085227	-0.00716217006309715	0.101199464998359
73	agestopsmoking.baseline	MTAG.Envs	0.0625769797678754	0.0289616930339595	0.0012325224	0.000520646540977487	0.02042161	0.00349520648140659	0.00581206142131473	0.119341898114436
74	agestopsmoking.baseline	MTAG.FamilyHistory	0.0349622820926455	0.0265872057675067	0.0004709771	0.000251483786045255	0.015369675	0.00487942943658887	-0.0171486412116676	0.0870732053969585
75	agestopsmoking.baseline	MTAG.Multitraits	0.0394303166994063	0.0174055654401542	0.0009796422	0.000444111456734005	0.02614901	0.00677418561246377	0.00531540843670397	0.0735452249621086
76	agestopsmoking.baseline	Soft-ImpAll	0.0478822344822767	0.0239631885537851	0.0009518042	0.000388026449706947	0.02136691	0.00405117815194269	0.000914384916857879	0.0948500840476955
77	agestopsmoking.baseline	Soft-ImpOnly	0.0630231729250521	0.0417067352291088	0.0009880918	0.000595683973821093	0.01676826	0.00331653124453849	-0.0187220281240012	0.144768373974105
78	alcoholfreq.baseline	Auto-ImpAll	0.0746129422854575	0.0298006906276244	0.0015241785	0.000470296285807917	0.02123802	0.00367382599684731	0.0162035886553136	0.133022295915601
79	alcoholfreq.baseline	Auto-ImpOnly	0.080722240658857	0.0248803197619175	0.001139181	0.000325246806063402	0.01479786	0.00489766303822548	0.0319568139254987	0.129487667392215
80	alcoholfreq.baseline	GPpsy	0.0434356882156345	0.025642325274044	0.0006402378	0.000291736933157178	0.01593986	0.00511855096730402	-0.00682326932149173	0.0936946457527607
81	alcoholfreq.baseline	LifetimeMDD	0.057264789593901	0.0325930279709551	0.0005573313	0.000262131484905763	0.01009733	0.0021968729632012	-0.00661754522917095	0.121147124416973
82	alcoholfreq.baseline	MTAG.AllDep	0.0454814609117398	0.0325919351691413	0.0008336107	0.000377751153578958	0.02048234	0.00575708521971936	-0.0183987320197771	0.109361653843257
83	alcoholfreq.baseline	MTAG.AllDepEnvs	0.0612340696388511	0.0358293847389388	0.0014364548	0.000525528493428768	0.02618918	0.00648502585085227	-0.00899152444946891	0.131459663727171
84	alcoholfreq.baseline	MTAG.Envs	0.0913842142079482	0.0316992440845761	0.00179435	0.000495372061743045	0.02042161	0.00349520648140659	0.029253695802179	0.153514732613717
85	alcoholfreq.baseline	MTAG.FamilyHistory	0.0200123336775397	0.0148823086300246	0.0002817576	0.000157576731579119	0.015369675	0.00487942943658887	-0.00915699123730848	0.0491816585923879
86	alcoholfreq.baseline	MTAG.Multitraits	0.0537621109012184	0.034180729233071	0.0012624814	0.0005108084139036	0.02614901	0.00677418561246377	-0.0132321183956007	0.120756340198037
87	alcoholfreq.baseline	Soft-ImpAll	0.0593960750883436	0.0326356042113604	0.001184946	0.000444937058309999	0.02136691	0.00405117815194269	-0.00456970916592266	0.12336185934261
88	alcoholfreq.baseline	Soft-ImpOnly	0.0524692507966693	0.0339018483245843	0.0008090573	0.000436698331445315	0.01676826	0.00331653124453849	-0.0139783719195159	0.118916873512854
89	alcoholuse.baseline	Auto-ImpAll	0.0136933000836755	0.0104855598635948	0.0002702244	0.000176192401059624	0.02123802	0.00367382599684731	-0.00685839724897035	0.0342449974163214
90	alcoholuse.baseline	Auto-ImpOnly	0.0182870896316161	0.00879354793782689	0.00026019703	0.000151076274075434	0.01479786	0.00489766303822548	0.00105173567347543	0.0355224435897568
91	alcoholuse.baseline	GPpsy	0.0113413875317174	0.00664986462964885	0.00015874926	7.58609596999405e-05	0.01593986	0.00511855096730402	-0.00169234714239431	0.0243751222058292
92	alcoholuse.baseline	LifetimeMDD	0.0152838126471298	0.0101431779441512	0.00014453258	7.627418340264e-05	0.01009733	0.0021968729632012	-0.00459681612340663	0.0351644414176663
93	alcoholuse.baseline	MTAG.AllDep	0.0102052005166536	0.0100836076438527	0.000175710969	0.000136597463988825	0.02048234	0.00575708521971936	-0.00955867046529766	0.0299690714986048
94	alcoholuse.baseline	MTAG.AllDepEnvs	0.0123147653704887	0.0110650348471177	0.00026993249	0.000185196424048015	0.02618918	0.00648502585085227	-0.00937270292986206	0.0340022336708395
95	alcoholuse.baseline	MTAG.Envs	0.0168763275154852	0.0108045155086946	0.00031905389	0.000173962605319486	0.02042161	0.00349520648140659	-0.00430052288155616	0.0380531779125266
96	alcoholuse.baseline	MTAG.FamilyHistory	0.00931277709459396	0.00748820657621545	0.00011490218	5.93771582128796e-05	0.015369675	0.00487942943658887	-0.00536410779478833	0.0239896619839762
97	alcoholuse.baseline	MTAG.Multitraits	0.010926726320988	0.00949678155375857	0.00024133739	0.000170807353675729	0.02614901	0.00677418561246377	-0.00768696552437876	0.0295404181663548
98	alcoholuse.baseline	Soft-ImpAll	0.0133740438639375	0.0122816103485808	0.00025080392	0.000175368288147872	0.02136691	0.00405117815194269	-0.0106979124192809	0.0374460001471558
99	alcoholuse.baseline	Soft-ImpOnly	0.0122543468514793	0.0109669332322575	0.00018463089	0.000138299482606202	0.01676826	0.00331653124453849	-0.00924084228374539	0.0337495359867039
100	alevels.baseline	Auto-ImpAll	0.114880249036389	0.0365901512897978	0.002344793	0.000505509053266551	0.02123802	0.00367382599684731	0.0431635525083857	0.186596945564393
101	alevels.baseline	Auto-ImpOnly	0.143779232728025	0.0573204572936668	0.0019221456	0.000530956701702209	0.01479786	0.00489766303822548	0.0314311364324376	0.256127329023612
102	alevels.baseline	GPpsy	0.0648411453173615	0.0332208281694008	0.000960436	0.000389972160372735	0.01593986	0.00511855096730402	-0.000271677894664007	0.129953968529387
103	alevels.baseline	LifetimeMDD	0.0491534896081034	0.0286678784085095	0.0004826643	0.000278017252430312	0.01009733	0.0021968729632012	-0.00703555207257514	0.105342531288782
104	alevels.baseline	MTAG.AllDep	0.0450329477245311	0.0163411866338824	0.0008690886	0.000230745687438309	0.02048234	0.00575708521971936	0.0130042219221215	0.0770616735269406
105	alevels.baseline	MTAG.AllDepEnvs	0.087876391278495	0.0249522330643565	0.002171306	0.000302057292917162	0.02618918	0.00648502585085227	0.0389700144723563	0.136782768084634
106	alevels.baseline	MTAG.Envs	0.169609123557309	0.0420490678479871	0.003356571	0.000524850983855841	0.02042161	0.00349520648140659	0.0871929505752539	0.252025296539363
107	alevels.baseline	MTAG.FamilyHistory	0.0107505971802478	0.00672585902050794	0.00016198539	0.000115823835802955	0.015369675	0.00487942943658887	-0.00243208649994771	0.0239332808604434
108	alevels.baseline	MTAG.Multitraits	0.0702049069806363	0.0199518988543443	0.001737818	0.000345279608169637	0.02614901	0.00677418561246377	0.0310991852261214	0.109310628735151
109	alevels.baseline	Soft-ImpAll	0.063411706598878	0.0257842555201649	0.0012809398	0.000386636685713201	0.02136691	0.00405117815194269	0.0128745657793548	0.113948847418401
110	alevels.baseline	Soft-ImpOnly	0.0597649130060336	0.0330488671960971	0.0009305217	0.000438369447955856	0.01676826	0.00331653124453849	-0.00501086669831667	0.124540692710384
111	ambidextrous.baseline	Auto-ImpAll	0.0419263213490679	0.0308335953573675	0.0008625249	0.000613882395166018	0.02123802	0.00367382599684731	-0.0185075255513724	0.102360168249508
112	ambidextrous.baseline	Auto-ImpOnly	0.0538163771778824	0.0317234362146163	0.0007328921	0.000363023082534079	0.01479786	0.00489766303822548	-0.00836155780276552	0.11599431215853
113	ambidextrous.baseline	GPpsy	0.0577418301407892	0.0543252400870154	0.0007916485	0.000598655559460855	0.01593986	0.00511855096730402	-0.0487356404297609	0.164219300711339
114	ambidextrous.baseline	LifetimeMDD	0.0638338992944605	0.0330235195959387	0.000624411	0.000290878423662609	0.01009733	0.0021968729632012	-0.000892199113579309	0.1285599977025
115	ambidextrous.baseline	MTAG.AllDep	0.0283484681295618	0.0266471607623478	0.0004837157	0.000375647800231976	0.02048234	0.00575708521971936	-0.0238799669646399	0.0805769032237635
116	ambidextrous.baseline	MTAG.AllDepEnvs	0.022781521017142	0.0226193850774474	0.00056746105	0.000543449226966636	0.02618918	0.00648502585085227	-0.0215524737346549	0.067115515768939
117	ambidextrous.baseline	MTAG.Envs	0.0365273542189545	0.0260026484147706	0.0007279589	0.000523389498460319	0.02042161	0.00349520648140659	-0.0144378366739958	0.0874925451119048
118	ambidextrous.baseline	MTAG.FamilyHistory	0.0574284509281135	0.0428730500555092	0.0007570848	0.000486204560695461	0.015369675	0.00487942943658887	-0.0266027271806845	0.141459629036911
119	ambidextrous.baseline	MTAG.Multitraits	0.0244577042329062	0.0236907007657346	0.00056918767	0.000493023366201576	0.02614901	0.00677418561246377	-0.0219760692679336	0.0708914777337461
120	ambidextrous.baseline	Soft-ImpAll	0.0341308940144652	0.0262638888553937	0.0006512853	0.000368998479993873	0.02136691	0.00405117815194269	-0.0173463281421066	0.0856081161710369
121	ambidextrous.baseline	Soft-ImpOnly	0.0380122279500333	0.0274261168425606	0.0005833842	0.000369898834928266	0.01676826	0.00331653124453849	-0.0157429610613855	0.091767416961452
122	array	Auto-ImpAll	0	0	0	0	0.02123802	0.00367382599684731	0	0
123	array	Auto-ImpOnly	0	0	0	0	0.01479786	0.00489766303822548	0	0
124	array	GPpsy	0	0	0	0	0.01593986	0.00511855096730402	0	0
125	array	LifetimeMDD	0	0	0	0	0.01009733	0.0021968729632012	0	0
126	array	MTAG.AllDep	0	0	0	0	0.02048234	0.00575708521971936	0	0
127	array	MTAG.AllDepEnvs	0	0	0	0	0.02618918	0.00648502585085227	0	0
128	array	MTAG.Envs	0	0	0	0	0.02042161	0.00349520648140659	0	0
129	array	MTAG.FamilyHistory	0	0	0	0	0.015369675	0.00487942943658887	0	0
130	array	MTAG.Multitraits	0	0	0	0	0.02614901	0.00677418561246377	0	0
131	array	Soft-ImpAll	0	0	0	0	0.02136691	0.00405117815194269	0	0
132	array	Soft-ImpOnly	0	0	0	0	0.01676826	0.00331653124453849	0	0
133	attemptsstopsmoking.baseline	Auto-ImpAll	0.0469595206029161	0.0430930615760996	0.0009396317	0.000744043708327086	0.02123802	0.00367382599684731	-0.0375028800862391	0.131421921292071
134	attemptsstopsmoking.baseline	Auto-ImpOnly	0.0619398548790114	0.0501904640268984	0.0008526224	0.000700006636616032	0.01479786	0.00489766303822548	-0.0364334546137094	0.160313164371732
135	attemptsstopsmoking.baseline	GPpsy	0.0542774923326231	0.0396711886142134	0.0007838562	0.00046256713279571	0.01593986	0.00511855096730402	-0.0234780373512351	0.132033022016481
136	attemptsstopsmoking.baseline	LifetimeMDD	0.0715822974574056	0.0497762458833651	0.0006865578	0.000409059515806631	0.01009733	0.0021968729632012	-0.02597914447399	0.169143739388801
137	attemptsstopsmoking.baseline	MTAG.AllDep	0.0529129418496228	0.0574984842494385	0.000896325	0.000769502416795858	0.02048234	0.00575708521971936	-0.0597840872792768	0.165609970978522
138	attemptsstopsmoking.baseline	MTAG.AllDepEnvs	0.0377503167598612	0.0352666991419427	0.0008645279	0.000648635510347932	0.02618918	0.00648502585085227	-0.0313724135583464	0.106873047078069
139	attemptsstopsmoking.baseline	MTAG.Envs	0.0544192874372645	0.0303175338782405	0.0010819968	0.000591259967828742	0.02042161	0.00349520648140659	-0.00500307896408678	0.113841653838616
140	attemptsstopsmoking.baseline	MTAG.FamilyHistory	0.0790390651463703	0.0661844763398063	0.0010312715	0.000624346733730233	0.015369675	0.00487942943658887	-0.05068250847965	0.208760638772391
141	attemptsstopsmoking.baseline	MTAG.Multitraits	0.0456178883938976	0.0384204455350116	0.0010452612	0.000679956503687601	0.02614901	0.00677418561246377	-0.0296861848547252	0.12092196164252
142	attemptsstopsmoking.baseline	Soft-ImpAll	0.0522804343341803	0.0395662650729147	0.0010198309	0.000626612407115072	0.02136691	0.00405117815194269	-0.0252694452087325	0.129830313877093
143	attemptsstopsmoking.baseline	Soft-ImpOnly	0.0676938031884915	0.0701902700461697	0.0009834058	0.000863008658808087	0.01676826	0.00331653124453849	-0.0698791261020011	0.205266732478984
144	averageatage10.baseline	Auto-ImpAll	0.0474911949870021	0.0227658083154007	0.0009776109	0.00040089150912309	0.02123802	0.00367382599684731	0.00287021068881664	0.0921121792851875
145	averageatage10.baseline	Auto-ImpOnly	0.0620725184024802	0.0278351718486352	0.0008641152	0.000355972034250445	0.01479786	0.00489766303822548	0.00751558157915526	0.116629455225805
146	averageatage10.baseline	GPpsy	0.0446565663616925	0.0335291570782588	0.0006557121	0.000425643158987392	0.01593986	0.00511855096730402	-0.0210605815116947	0.11037371423508
147	averageatage10.baseline	LifetimeMDD	0.0452642263809966	0.0288603100451664	0.0004383325	0.000259918567572508	0.01009733	0.0021968729632012	-0.0113019813075296	0.101830434069523
148	averageatage10.baseline	MTAG.AllDep	0.0328808336623964	0.0134631664235081	0.0006576831	0.000290929370023971	0.02048234	0.00575708521971936	0.00649302747232054	0.0592686398524722
149	averageatage10.baseline	MTAG.AllDepEnvs	0.0407079430586033	0.0157243213383403	0.0010461306	0.000432100454159858	0.02618918	0.00648502585085227	0.00988827323545624	0.0715276128817504
150	averageatage10.baseline	MTAG.Envs	0.0591297281564026	0.0166763511654367	0.0011879745	0.000345208363072137	0.02042161	0.00349520648140659	0.0264440798721468	0.0918153764406585
151	averageatage10.baseline	MTAG.FamilyHistory	0.0339876387858628	0.0216575805331149	0.0004852813	0.000253466408713726	0.015369675	0.00487942943658887	-0.00846121905904231	0.0764364966307679
152	averageatage10.baseline	MTAG.Multitraits	0.0392911806026332	0.0135318749252248	0.0010220866	0.000445175792231738	0.02614901	0.00677418561246377	0.0127687057491927	0.0658136554560737
153	averageatage10.baseline	Soft-ImpAll	0.0503120900758247	0.0197427511277932	0.0010361175	0.000354725603253573	0.02136691	0.00405117815194269	0.01161629786535	0.0890078822862993
154	averageatage10.baseline	Soft-ImpOnly	0.0499679208927268	0.0196320929669255	0.0008203586	0.000341422655829073	0.01676826	0.00331653124453849	0.0114890186775527	0.0884468231079008
155	averageheightatage10.baseline	Auto-ImpAll	0.00914564620346299	0.0067075524363545	0.00018611998	0.000135326554302873	0.02123802	0.00367382599684731	-0.00400115657179183	0.0222924489787178
156	averageheightatage10.baseline	Auto-ImpOnly	0.0127819422644878	0.0120367003684093	0.00016759275	0.000141421203477565	0.01479786	0.00489766303822548	-0.0108099904575944	0.03637387498657
157	averageheightatage10.baseline	GPpsy	0.0136597754158032	0.0101217502892432	0.00019381423	0.000113981291600694	0.01593986	0.00511855096730402	-0.00617885515111352	0.03349840598272
158	averageheightatage10.baseline	LifetimeMDD	0.0156256613081802	0.00986408896104904	0.00015612625	0.000110054732939613	0.01009733	0.0021968729632012	-0.00370795305547595	0.0349592756718363
159	averageheightatage10.baseline	MTAG.AllDep	0.00873020572423177	0.00989387699941313	0.00015367405	0.000154622312744666	0.02048234	0.00575708521971936	-0.010661793194618	0.0281222046430815
160	averageheightatage10.baseline	MTAG.AllDepEnvs	0.00905229428267855	0.00736162444865166	0.00021680913	0.000161636507094393	0.02618918	0.00648502585085227	-0.0053764896366787	0.0234810782020358
