pheno	meanratio	sdratio	meanr2	sdr2	meanmddr2	sdmddr2	lower	upper
115	mobileuseweekly.baseline	0.0511397696519482	0.0378675038736213	0.00021922916	0.000114009357223774	0.005301941	0.001911244052039	-0.0230805379403496	0.125360077244246
116	mother.age	0.12505246746667	0.059862529505697	0.0006016458	0.000237660153798467	0.005301941	0.001911244052039	0.00772190963550382	0.242383025297836
117	mother.ageatdeath	0.0693488139900379	0.0569044422259836	0.00036955665	0.000346246365318271	0.005301941	0.001911244052039	-0.0421838927728899	0.180881520752966
118	mother.alive	0.0223787753211282	0.0152907370035126	9.761607e-05	5.06829353091693e-05	0.005301941	0.001911244052039	-0.00759106920575642	0.0523486198480128
119	mother.alzheimers	0.047432254698099	0.0266925128614476	0.00023972432	0.00013025305262348	0.005301941	0.001911244052039	-0.00488507051033839	0.0997495799065363
120	mother.bowelcancer	0.114939427902428	0.0836290481362022	0.0005113531	0.000361859583111844	0.005301941	0.001911244052039	-0.0489735064445283	0.278852362249384
121	mother.breastcancer	0.0698332427044812	0.0600808870183701	0.0003040983	0.000177838921143732	0.005301941	0.001911244052039	-0.0479252958515242	0.187591781260487
122	mother.bronchitis	0.101697882897508	0.0613749650504867	0.0005006321	0.00031098437927632	0.005301941	0.001911244052039	-0.0185970486014458	0.221992814396462
123	mother.diabetes	0.0629911493882934	0.0405538890982558	0.00029366318	0.000127789669296994	0.005301941	0.001911244052039	-0.0164944732442879	0.142476772020875
124	mother.heartdisease	0.0429914862998231	0.0502482933173097	0.00018617516	0.000148623847322189	0.005301941	0.001911244052039	-0.0554951686021039	0.14147814120175
125	mother.highbloodpressure	0.0370159554597155	0.023686726587254	0.00016877491	9.04023128297851e-05	0.005301941	0.001911244052039	-0.00941002865130223	0.0834419395707333
126	mother.lungcancer	0.0994023142141114	0.0500977754072452	0.00045040623	0.000176675716452539	0.005301941	0.001911244052039	0.00121067441591079	0.197593954012312
127	mother.parkinsons	0.134969275901294	0.0484207680690298	0.0006543382	0.000194619261055928	0.005301941	0.001911244052039	0.0400645704859957	0.229873981316592
128	mother.severedepression	0.290893557330577	0.0729013403964808	0.0014685694	0.000421292051344749	0.005301941	0.001911244052039	0.148006930153475	0.433780184507679
129	mother.stroke	0.0432395712404807	0.0482547921371457	0.0001921508	0.000160873250124086	0.005301941	0.001911244052039	-0.051339821348325	0.137818963829286
130	napduringday.baseline	0.0359821278805438	0.0153400619066952	0.00017843744	7.46906464388086e-05	0.005301941	0.001911244052039	0.00591560654342117	0.0660486492176665
131	narcolepsy.baseline	0.0452089365205627	0.0255987274681858	0.00021706368	9.34931236596907e-05	0.005301941	0.001911244052039	-0.00496456931708151	0.0953824423582068
132	neuroticism.anxious	0.351945144446765	0.19005603304427	0.0015908138	0.000532421542157423	0.005301941	0.001911244052039	-0.0205646803200049	0.724454969213534
133	neuroticism.fedup	0.451785429255948	0.201196359905037	0.00214175	0.000509152765156654	0.005301941	0.001911244052039	0.0574405638420751	0.846130294669821
134	neuroticism.guilt	0.308481613405031	0.139452752792982	0.001464553	0.000320283353079391	0.005301941	0.001911244052039	0.035154217930787	0.581809008879275
135	neuroticism.irritability	0.335180328674378	0.196373888986278	0.0015532094	0.000757423418959479	0.005301941	0.001911244052039	-0.0497124937387258	0.720073151087482
136	neuroticism.loneliness	0.337780693944654	0.162294098556493	0.001659602	0.000675136344740988	0.005301941	0.001911244052039	0.0196842607739273	0.655877127115381
137	neuroticism.miserableness	0.490688842943232	0.18582688598155	0.002418147	0.00073565119825227	0.005301941	0.001911244052039	0.126468146419394	0.854909539467069
138	neuroticism.moodswings	0.573324516677847	0.239987728557419	0.00270681	0.000502938314684592	0.005301941	0.001911244052039	0.102948568705306	1.04370046465039
139	neuroticism.nerves	0.291325852907532	0.171855792518584	0.001328967	0.000572312120652902	0.005301941	0.001911244052039	-0.0455115004288926	0.628163206243957
140	neuroticism.nervous	0.328367584238202	0.20641429192453	0.0014779469	0.000634885013566753	0.005301941	0.001911244052039	-0.0762044279338774	0.732939596410281
141	neuroticism.risktaking	0.0620432148553718	0.0326309373949898	0.0003153675	0.000226371945327571	0.005301941	0.001911244052039	-0.00191342243880816	0.125999852149552
142	neuroticism.sensitivity	0.311296168847019	0.168550866582625	0.0014628852	0.000496021044003803	0.005301941	0.001911244052039	-0.0190635296549264	0.641655867348965
143	neuroticism.tense	0.450628318550826	0.24134395561664	0.002057688	0.000663518845714105	0.005301941	0.001911244052039	-0.0224058344577883	0.923662471559439
144	neuroticism.worrytoolong	0.172036625197213	0.0912763073704668	0.0007977906	0.000225360317617119	0.005301941	0.001911244052039	-0.00686493724890158	0.350938187643328
145	neuroticismscore.baseline	0.674867055175954	0.299069530694189	0.00312812	0.000558759331336449	0.005301941	0.001911244052039	0.0886907750153432	1.26104333533657
146	nightshiftjob.baseline	0.235492040592277	0.105071217426626	0.0011843245	0.00055567345766861	0.005301941	0.001911244052039	0.0295524544360907	0.441431626748463
147	nind.household.baseline	0.0288660901569882	0.0150056552273944	0.00013808758	5.87248979991887e-05	0.005301941	0.001911244052039	-0.000544994088704905	0.0582771744026813
148	nsamesexpartner.baseline	1.11202680637033	1.31090651808346	0.0043197801	0.00358893881221549	0.005301941	0.001911244052039	-1.45734996907325	3.68140358181391
149	nsexpartners.baseline	0.0250671489169895	0.0220439140101105	0.00010408523	5.05787733176906e-05	0.005301941	0.001911244052039	-0.0181389225428271	0.0682732203768061
150	nvehicles.baseline	0.0500856840445953	0.0316001964170215	0.00022521146	0.000103973973220783	0.005301941	0.001911244052039	-0.0118507009327668	0.112022069021958
